URLs,Class
eventful.com/kansascity_mo/events/weekday-happy-hour-/E0-001-027603950-5@2010020515,good
ucmattress.com/vanxty/engauto189/mailbox/mailbox/index.php?email=abuse@hamiltonbros.com,bad
aaronmaxdesign.com/wordpress/wp-content/netvigator/update/products/id.php,bad
mshsl.org/mshsl/johnsjournal.asp,good
arrowlife.com/ourtimesit/ourtime/v3/member.htm,bad
dodgeglobe.com/news/x555030102/Wyandotte-tribe-sue-over-Kansas-casino-land,good
merthyrboy.co.uk/jg/drop/newshared/files/rename/file/index.php,bad
seattletimes.nwsource.com/html/mariners/2008457360_mari02.html,good
cduniverse.com/productinfo.asp?pid=7618020,good
agroserwis.pol.pl/joomla/components/com_ezstore/,bad
twilightlexicon.com/?p=1212,good
singerbookstore.com/,good
wsulibs.wsu.edu/MASC/finders/cg246.htm,good
cranntara.org.uk/moray.htm,good
dysolutions.co.uk/administrator/para/dropbox/,bad
healthgrades.com/physician/dr-peter-van-hoy-yghdj/,good
espncricinfo.com/england/content/player/country.html?country=1;alpha=K,good
hockeysfuture.com/nhl_entry_draft/,good
amazon.com/Mathematics-Game-Developers-Development/dp/159200038X,good
epodunk.com/cgi-bin/genInfo.php?locIndex=274704,good
rivals.yahoo.com/ncaa/football/teams/nnd/schedule,good
oursportscentral.com/services/releases/?id=4248453,good
tripadvisor.com/Attraction_Review-g155032-d556619-Reviews-Windsor_Station-Montreal_Quebec.html,good
at1ce.org/themenreihe.p?c=Hospitals%20by%20year%20of%20establishment,good
alameda.wadev.com/Pages.aspx/Oakland-Rene-C-Davidson,good
lpmxp2071.com,bad
myspace.com/stars,good
cynonnet.com/bdb37,bad
carbonic.se/login.jsp.htm?contactPersonId=wc4BAAK6Km1/gwA34jLWaJc0cH1U82Y3ERnRkzZv/ZudyQm2OpvKgrpUcMTY,bad
melcorpo.com/,good
snark.org/~pjhughes/media2.htm,good
hrcmu.proboards.com/index.cgi,good
topix.com/forum/city/alderson-wv/TIU77EP2JK10CJLO2,good
neagle.com/news/x1461800977/Something-for-everyone-at-the-2011-Black-Bear-Film-Festival,good
allaboutjazz.com/php/musician.php?id=9963,good
cloudhostcontrol.com/write/dropbox,bad
absoluteastronomy.com/topics/Quebec_Autoroute_13,good
counterpunch.org/2004/03/06/the-blackballing-of-phil-shinnick/,good
gravestonephotos.com/public/findfamily.php?name=Dewar&order=grave,good
ebveykrm07.gubuhacolifysds.com/ensh9d0ivd\nwww.papasearch.info/filter.php?mid=1535f9ac31f5b8&tu=38431,bad
wcgcomics.com/articles/toth-memorium.html,good
en.wikipedia.org/wiki/Ai_Qing,good
musclecarsweb.com/pontiac/pontiac-gto/,good
media.ford.com/article_display.cfm?article_id=31055,good
reference.com/browse/Benjamin,good
cfavm.ca/universities/montreal.htm,good
rpjetley.blogspot.com/,good
gadarikids.com/pub/login.jsp.php,bad
facebook.com/pages/Tokio/112638738747255?sk=info,good
amazon.com/Alias-Complete-Season-Jennifer-Garner/dp/B0001I55ZQ,good
genforum.genealogy.com/cousineau/,good
ilfa.or.id/adminroom/img/wallpaper/logon.php,bad
162.242.175.216/xampp/sqlite/cp.php?m=login,bad
89.108.125.214/download.php,bad
youtube.com/watch?v=84KNeXWFf9Q,good
wn.com/Annie_Villeneuve__J'imagine_=_Nikki_Yanofsky__I_Believe,good
islandsportsnews.net/index.php?option=com_content&amp;view=article&amp;id=221&amp;Itemid=50,good
pipl.com/directory/name/Marston/Ron,good
rescuedviagrace.blogspot.com/,good
e-referencedesk.com/resources/counties/indiana/allen.html,good
lblavocats.ca/en/attorneys/yves-lauzon.php,good
en.wikipedia.org/wiki/Patrick_Bordeleau,good
noenoehawaii.com/wp-content/plugins/jetpack/modules/post-by-email/d/others/,bad
movies.msn.com/movies/movie-synopsis/ash-wednesday.1/,good
bleacherreport.com/2011-stanley-cup-finals,good
e-yearbook.com/yearbooks/Kansas_University_Jayhawker_Yearbook/1964/Page_183.html,good
thelistwall.com/,good
articles.burbankleader.com/keyword/middle-school,good
mylife.com/c-2308543503,good
blogs.courant.com/uconn_womens_basketball/2011/06/who-is-behind-big-east-relucta.html,good
ifbbpro.com/features/joe-weider-trainer-of-champions/,good
au.linkedin.com/pub/darren-oliver/4/317/b45,good
localautoguide.net/virginia/,good
devixfraud.uscutter.com/,good
2010.aclfestival.com/band/cage-the-elephant,good
youtube.com/watch?v=UqzHglhvQ90,good
betty-grable19161972.tripod.com/,good
polyvore.com/kate_spade_handbags/shop?brand=Kate+Spade&category_id=318,good
ca.linkedin.com/in/felixgv,good
tunnekylmyysmiddletonii.02leds.com/me4xcdste0.php\n,bad
google.ca/finance?cid=684966,good
convio.cancer.ca/site/TR?fr_id=8784&pg=entry,good
mxp1012.com,bad
imdb.com/name/nm0629454/,good
just-thinkin.net/2011/08/hey-google-wake-up-a-different-reason-to-save-superpoke-pets/,good
domusmedicaeste.it/css/lk/mpp/update/Login/Authentication/verification-NOW/websc-login.php?Go=_Restore_Start&_Acess_Tooken=51c905a6f00925a8e9b1743adf8c1f9a51c905a6f00925a8e9b1743adf8c1f9a,bad
en.wikipedia.org/wiki/Bernice_Claire,good
